angry,like
sad,angry
like,like
heart,angry
haha,like
angry,angry
like,angry
yay,sad
yay,heart
haha,haha
angry,yay
sad,sad
heart,angry
haha,heart
yay,haha
sad,
yay,yay
heart,angry
like,heart
angry,angry
heart,
sad,
like,like
haha,yay
