like,like
sad,sad
angry,angry
haha,yay
haha,haha
heart,heart
angry,angry
yay,sad
angry,haha
yay,yay
heart,heart
yay,haha
haha,yay
like,like
heart,heart
sad,sad
haha,haha
like,like
sad,sad
yay,angry
angry,angry
heart,yay
sad,sad
like,like
